"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
4366,12/31/2017 0:00:00,1934,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00
4369,12/31/2017 0:00:00,1936,0.00,0.00,0.00,0.00,0.00,0.00,47612.00,47612.00,0.00,0.00,0.00,0.00,300044.00,0.00,300044.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399966.00,0.00,399966.00,0.00,0.00,0.00,937826.00,937826.00,0.00,190204.00,0.00,190204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,3.00,18.00,0.00,0.00,0.00,0.00,0.00,156.00
4374,12/31/2017 0:00:00,1939,0.00,0.00,0.00,0.00,0.00,0.00,3230.00,3230.00,0.00,0.00,0.00,0.00,519950.00,0.00,519950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432642.00,0.00,432642.00,0.00,0.00,0.00,2502242.00,2502242.00,0.00,1546420.00,0.00,1546420.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,14.00,14.00,14.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,362.00
4393,12/31/2017 0:00:00,1942,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
4395,12/31/2017 0:00:00,1943,0.00,0.00,0.00,0.00,0.00,0.00,820385.00,820385.00,0.00,0.00,0.00,0.00,5898450.00,0.00,5898450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7729.00,0.00,7729.00,515456.00,0.00,515456.00,7403477.00,7403477.00,0.00,161457.00,0.00,161457.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,0.00,81.00,0.00,0.00,0.00,0.00,0.00,50.00
4400,12/31/2017 0:00:00,1946,0.00,0.00,0.00,0.00,0.00,0.00,124253.00,124253.00,0.00,0.00,0.00,0.00,4879947.00,0.00,4879947.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120385.00,0.00,120385.00,483282.00,0.00,483282.00,7165283.00,7165283.00,0.00,1557416.00,0.00,1557416.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,315.00
4401,12/31/2017 0:00:00,1947,0.00,0.00,0.00,0.00,0.00,0.00,998858.00,998858.00,0.00,307120.00,307120.00,0.00,2789685.00,0.00,2789685.00,17000.00,17000.00,0.00,0.00,0.00,0.00,236304.00,0.00,236304.00,0.00,0.00,0.00,97572.00,0.00,97572.00,34293.00,0.00,34293.00,4227528.00,4227528.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,9.00,0.00,9.00,0.00,0.00,1.00,0.00,0.00,9.00,485.00,32.00,0.00,1.00,0.00,0.00,0.00,1.00,520.00
4416,12/31/2017 0:00:00,1950,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4427,12/31/2017 0:00:00,1954,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,75.00
4441,12/31/2017 0:00:00,1959,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
4461,12/31/2017 0:00:00,1967,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213470.00,0.00,213470.00,0.00,0.00,0.00,643470.00,643470.00,0.00,430000.00,0.00,430000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,1142.00
4472,12/31/2017 0:00:00,1971,0.00,0.00,0.00,0.00,0.00,0.00,2180150.00,2180150.00,0.00,0.00,0.00,0.00,1908508.00,0.00,1908508.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4088658.00,4088658.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,67.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00
4480,12/31/2017 0:00:00,1973,0.00,0.00,0.00,0.00,0.00,0.00,20201496.00,20201496.00,0.00,0.00,0.00,0.00,14509226.00,0.00,14509226.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,227891.00,0.00,227891.00,0.00,0.00,0.00,36123902.00,36123902.00,0.00,1185289.00,0.00,1185289.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,5.00,1.00,6.00,0.00,4.00,3.00,0.00,4.00,10.00,295.00,0.00,668.00,0.00,0.00,0.00,0.00,0.00,9.00
4487,12/31/2017 0:00:00,1976,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00
4488,12/31/2017 0:00:00,1977,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79236.00,0.00,79236.00,79236.00,79236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
4509,12/31/2017 0:00:00,1984,0.00,0.00,0.00,0.00,0.00,0.00,242338.00,242338.00,0.00,0.00,0.00,0.00,686427.00,0.00,686427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58495.00,0.00,58495.00,987260.00,987260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,28.00
4517,12/31/2017 0:00:00,1985,0.00,0.00,0.00,0.00,0.00,0.00,1171381.00,1171381.00,0.00,0.00,0.00,0.00,1550943.00,0.00,1550943.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58274.00,0.00,58274.00,0.00,0.00,0.00,2780598.00,2780598.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
4524,12/31/2017 0:00:00,1987,0.00,0.00,0.00,0.00,0.00,0.00,1823444.00,1823444.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24248.00,0.00,24248.00,511210.00,0.00,511210.00,2358902.00,2358902.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,64.00,0.00,0.00,0.00,0.00,0.00,24.00
4531,12/31/2017 0:00:00,1991,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
4566,12/31/2017 0:00:00,2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,39.00
4580,12/31/2017 0:00:00,2010,0.00,0.00,0.00,0.00,0.00,0.00,79246203.00,79246203.00,0.00,0.00,0.00,0.00,95690108.00,0.00,95690108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12129519.00,0.00,12129519.00,0.00,0.00,0.00,192760450.00,192760450.00,0.00,5694620.00,0.00,5694620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2847.00,3849.00,0.00,0.00,0.00,0.00,0.00,0.00,162.00
4584,12/31/2017 0:00:00,2013,0.00,0.00,0.00,0.00,0.00,0.00,5084593.00,5084593.00,0.00,0.00,0.00,0.00,22938719.00,0.00,22938719.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2977768.00,0.00,2977768.00,50552169.00,50552169.00,0.00,19551089.00,0.00,19551089.00,206.00,15.00,0.00,0.00,0.00,0.00,48.00,1.00,102.00,13.00,171.00,15.00,186.00,35.00,0.00,19.00,1.00,35.00,221.00,2285.00,1574.00,0.00,0.00,0.00,0.00,0.00,0.00,2186.00
4611,12/31/2017 0:00:00,2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
4616,12/31/2017 0:00:00,2025,0.00,0.00,0.00,0.00,0.00,0.00,6306385.00,6306385.00,0.00,1058820.00,1058820.00,0.00,17725097.00,0.00,17725097.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33725.00,33725.00,0.00,299718.00,0.00,299718.00,0.00,0.00,0.00,28509003.00,28509003.00,0.00,3118983.00,0.00,3118983.00,92.00,0.00,1.00,1.00,0.00,0.00,15.00,0.00,2.00,0.00,77.00,0.00,79.00,13.00,0.00,57.00,0.00,13.00,92.00,337.00,699.00,0.00,2.00,0.00,0.00,0.00,2.00,472.00
4633,12/31/2017 0:00:00,2030,0.00,0.00,0.00,0.00,0.00,0.00,1200528.00,1200528.00,0.00,0.00,0.00,0.00,9228981.00,0.00,9228981.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,876498.00,0.00,876498.00,5908534.00,0.00,5908534.00,21460542.00,21460542.00,0.00,4246001.00,0.00,4246001.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.00,9.00,0.00,0.00,6.00,3.00,0.00,9.00,197.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00
4676,12/31/2017 0:00:00,2042,0.00,0.00,0.00,0.00,0.00,0.00,3861127.00,3861127.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54866.00,0.00,54866.00,1382846.00,0.00,1382846.00,6751719.00,6751719.00,0.00,1452880.00,0.00,1452880.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00,0.00,0.00,1.00,2.00,0.00,3.00,85.00,5.00,110.00,0.00,0.00,0.00,0.00,0.00,11.00
4684,12/31/2017 0:00:00,2044,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3077689.00,0.00,3077689.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1030244.00,0.00,1030244.00,14461.00,0.00,14461.00,4679823.00,4679823.00,0.00,557429.00,0.00,557429.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,40.00,0.00,131.00,0.00,0.00,0.00,0.00,0.00,81.00
4686,12/31/2017 0:00:00,2045,0.00,0.00,0.00,0.00,0.00,0.00,518144.00,518144.00,0.00,817057.00,817057.00,0.00,12438663.00,0.00,12438663.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2296274.00,0.00,2296274.00,19594045.00,19594045.00,0.00,3523907.00,0.00,3523907.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.00,0.00,79.00,0.00,0.00,0.00,0.00,0.00,1334.00
4693,12/31/2017 0:00:00,2048,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1510901.00,0.00,1510901.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1510901.00,1510901.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
4708,12/31/2017 0:00:00,2054,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933667.00,0.00,933667.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272406.00,0.00,272406.00,0.00,0.00,0.00,1206073.00,1206073.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,279.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00
4709,12/31/2017 0:00:00,2055,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,595137.00,0.00,595137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,595137.00,595137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,16.00
4714,12/31/2017 0:00:00,2057,0.00,0.00,0.00,0.00,0.00,0.00,3479167.00,3479167.00,0.00,0.00,0.00,0.00,20500523.00,0.00,20500523.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185038.00,0.00,185038.00,0.00,0.00,0.00,27038574.00,27038574.00,0.00,2873846.00,0.00,2873846.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00,75.00,424.00,0.00,0.00,0.00,0.00,0.00,742.00
4726,12/31/2017 0:00:00,2062,0.00,0.00,0.00,0.00,0.00,0.00,3729847.00,3729847.00,0.00,0.00,0.00,0.00,7901785.00,0.00,7901785.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,284114.00,0.00,284114.00,0.00,0.00,0.00,13151228.00,13151228.00,0.00,1235482.00,0.00,1235482.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00
4731,12/31/2017 0:00:00,2065,0.00,0.00,0.00,0.00,0.00,0.00,2537191.00,2537191.00,0.00,0.00,0.00,0.00,9186466.00,0.00,9186466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11723657.00,11723657.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,387.00,0.00,0.00,0.00,0.00,0.00,0.00
4735,12/31/2017 0:00:00,2066,0.00,0.00,0.00,0.00,0.00,0.00,1171394325.00,1171394325.00,0.00,0.00,0.00,0.00,401756639.00,0.00,401756639.00,0.00,0.00,0.00,952000.00,0.00,952000.00,0.00,0.00,0.00,12040581.00,12040581.00,0.00,83350811.00,0.00,83350811.00,226838128.00,0.00,226838128.00,1960098556.00,1960098556.00,0.00,76758653.00,0.00,76758653.00,1231.00,64.00,0.00,46.00,0.00,0.00,89.00,9.00,357.00,31.00,458.00,41.00,496.00,727.00,23.00,8.00,0.00,791.00,1295.00,11729.00,15959.00,1.00,0.00,0.00,0.00,0.00,0.00,1012.00
4738,12/31/2017 0:00:00,2067,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4745,12/31/2017 0:00:00,2071,0.00,0.00,0.00,0.00,0.00,0.00,9200469.00,9200469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1699151.00,1699151.00,0.00,2356715.00,0.00,2356715.00,0.00,0.00,0.00,11557184.00,11557184.00,0.00,0.00,0.00,0.00,83.00,0.00,0.00,15.00,0.00,0.00,9.00,0.00,0.00,0.00,49.00,0.00,49.00,19.00,0.00,40.00,0.00,52.00,83.00,1184.00,892.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00
4746,12/31/2017 0:00:00,2072,0.00,0.00,0.00,0.00,0.00,0.00,304240.00,304240.00,0.00,0.00,0.00,0.00,3731427.00,0.00,3731427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76525.00,0.00,76525.00,0.00,0.00,0.00,4112192.00,4112192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,769.00,0.00,133.00,0.00,0.00,0.00,0.00,0.00,256.00
4756,12/31/2017 0:00:00,2075,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450001.00,0.00,450001.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450001.00,450001.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00
4787,12/31/2017 0:00:00,2080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,607754.00,0.00,607754.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83353.00,0.00,83353.00,368102.00,0.00,368102.00,1241186.00,1241186.00,0.00,181977.00,0.00,181977.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00
4792,12/31/2017 0:00:00,2083,0.00,0.00,0.00,0.00,0.00,0.00,3116917.00,3116917.00,0.00,0.00,0.00,0.00,4567190.00,0.00,4567190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10684613.00,0.00,10684613.00,22827754.00,22827754.00,0.00,4459034.00,0.00,4459034.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.00,649.00,0.00,0.00,0.00,0.00,0.00,0.00,814.00
4794,12/31/2017 0:00:00,2085,0.00,0.00,0.00,0.00,0.00,0.00,106601.00,106601.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1385208.00,1385208.00,0.00,1278607.00,0.00,1278607.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,284.00,111.00,0.00,0.00,0.00,0.00,0.00,0.00,262.00
